Date,Time,Digital code,Letter code,Quantity,Name,Value
27.04.2020,00.00,978,EUR,1,Євро,29.3306
28.04.2020,00.00,978,EUR,1,Євро,29.4184
29.04.2020,00.00,978,EUR,1,Євро,29.4274
30.04.2020,00.00,978,EUR,1,Євро,29.2424
01.05.2020,00.00,978,EUR,1,Євро,29.2424
02.05.2020,00.00,978,EUR,1,Євро,29.2424
03.05.2020,00.00,978,EUR,1,Євро,29.2424
04.05.2020,00.00,978,EUR,1,Євро,29.2939
05.05.2020,00.00,978,EUR,1,Євро,29.5078
06.05.2020,00.00,978,EUR,1,Євро,29.2691
07.05.2020,00.00,978,EUR,1,Євро,29.1017
08.05.2020,00.00,978,EUR,1,Євро,28.9117
09.05.2020,00.00,978,EUR,1,Євро,28.9117
10.05.2020,00.00,978,EUR,1,Євро,28.9117
11.05.2020,00.00,978,EUR,1,Євро,28.9117
12.05.2020,00.00,978,EUR,1,Євро,29.0966
13.05.2020,00.00,978,EUR,1,Євро,29.0843
14.05.2020,00.00,978,EUR,1,Євро,29.0291
15.05.2020,00.00,978,EUR,1,Євро,28.7869
16.05.2020,00.00,978,EUR,1,Євро,28.7869
17.05.2020,00.00,978,EUR,1,Євро,28.7869
18.05.2020,00.00,978,EUR,1,Євро,28.7677
19.05.2020,00.00,978,EUR,1,Євро,28.791
20.05.2020,00.00,978,EUR,1,Євро,29.0217
21.05.2020,00.00,978,EUR,1,Євро,29.1403
22.05.2020,00.00,978,EUR,1,Євро,29.4616
23.05.2020,00.00,978,EUR,1,Євро,29.4616
24.05.2020,00.00,978,EUR,1,Євро,29.4616
25.05.2020,00.00,978,EUR,1,Євро,29.1676
26.05.2020,00.00,978,EUR,1,Євро,29.3157
27.05.2020,00.00,978,EUR,1,Євро,29.5084
28.05.2020,00.00,978,EUR,1,Євро,29.7151
29.05.2020,00.00,978,EUR,1,Євро,29.6234
30.05.2020,00.00,978,EUR,1,Євро,29.6234
31.05.2020,00.00,978,EUR,1,Євро,29.6234
01.06.2020,00.00,978,EUR,1,Євро,29.9275
02.06.2020,00.00,978,EUR,1,Євро,29.8043
03.06.2020,00.00,978,EUR,1,Євро,29.9185
04.06.2020,00.00,978,EUR,1,Євро,29.9609
05.06.2020,00.00,978,EUR,1,Євро,29.9975
06.06.2020,00.00,978,EUR,1,Євро,29.9975
07.06.2020,00.00,978,EUR,1,Євро,29.9975
08.06.2020,00.00,978,EUR,1,Євро,29.9975
09.06.2020,00.00,978,EUR,1,Євро,30.1477
10.06.2020,00.00,978,EUR,1,Євро,30.0872
11.06.2020,00.00,978,EUR,1,Євро,30.2859
12.06.2020,00.00,978,EUR,1,Євро,30.1723
13.06.2020,00.00,978,EUR,1,Євро,30.1723
14.06.2020,00.00,978,EUR,1,Євро,30.1723
15.06.2020,00.00,978,EUR,1,Євро,30.2119
16.06.2020,00.00,978,EUR,1,Євро,30.2062
17.06.2020,00.00,978,EUR,1,Євро,30.239
18.06.2020,00.00,978,EUR,1,Євро,30.0681
19.06.2020,00.00,978,EUR,1,Євро,30.0579
20.06.2020,00.00,978,EUR,1,Євро,30.0579
21.06.2020,00.00,978,EUR,1,Євро,30.0579
22.06.2020,00.00,978,EUR,1,Євро,29.9953
23.06.2020,00.00,978,EUR,1,Євро,29.8952
24.06.2020,00.00,978,EUR,1,Євро,30.1227
25.06.2020,00.00,978,EUR,1,Євро,30.0675
26.06.2020,00.00,978,EUR,1,Євро,29.9122
27.06.2020,00.00,978,EUR,1,Євро,29.9122
28.06.2020,00.00,978,EUR,1,Євро,29.9122
29.06.2020,00.00,978,EUR,1,Євро,29.9122
30.06.2020,00.00,978,EUR,1,Євро,29.95
01.07.2020,00.00,978,EUR,1,Євро,29.8677
02.07.2020,00.00,978,EUR,1,Євро,29.9971
03.07.2020,00.00,978,EUR,1,Євро,30.6592
04.07.2020,00.00,978,EUR,1,Євро,30.6592
05.07.2020,00.00,978,EUR,1,Євро,30.6592
06.07.2020,00.00,978,EUR,1,Євро,30.5069
07.07.2020,00.00,978,EUR,1,Євро,30.7226
08.07.2020,00.00,978,EUR,1,Євро,30.409
09.07.2020,00.00,978,EUR,1,Євро,30.4295
10.07.2020,00.00,978,EUR,1,Євро,30.5359
11.07.2020,00.00,978,EUR,1,Євро,30.5359
12.07.2020,00.00,978,EUR,1,Євро,30.5359
13.07.2020,00.00,978,EUR,1,Євро,30.3988
14.07.2020,00.00,978,EUR,1,Євро,30.687
15.07.2020,00.00,978,EUR,1,Євро,30.8745
16.07.2020,00.00,978,EUR,1,Євро,31.0309
17.07.2020,00.00,978,EUR,1,Євро,31.129
18.07.2020,00.00,978,EUR,1,Євро,31.129
19.07.2020,00.00,978,EUR,1,Євро,31.129
20.07.2020,00.00,978,EUR,1,Євро,31.2554
21.07.2020,00.00,978,EUR,1,Євро,31.5908
22.07.2020,00.00,978,EUR,1,Євро,31.6719
23.07.2020,00.00,978,EUR,1,Євро,32.1898
24.07.2020,00.00,978,EUR,1,Євро,32.2366
25.07.2020,00.00,978,EUR,1,Євро,32.2366
26.07.2020,00.00,978,EUR,1,Євро,32.2366
27.07.2020,00.00,978,EUR,1,Євро,32.2246
28.07.2020,00.00,978,EUR,1,Євро,32.6049
29.07.2020,00.00,978,EUR,1,Євро,32.4539
30.07.2020,00.00,978,EUR,1,Євро,32.4696
31.07.2020,00.00,978,EUR,1,Євро,32.547
01.08.2020,00.00,978,EUR,1,Євро,32.547
02.08.2020,00.00,978,EUR,1,Євро,32.547
03.08.2020,00.00,978,EUR,1,Євро,32.7812
04.08.2020,00.00,978,EUR,1,Євро,32.5169
05.08.2020,00.00,978,EUR,1,Євро,32.7234
06.08.2020,00.00,978,EUR,1,Євро,32.9012
07.08.2020,00.00,978,EUR,1,Євро,32.7972
08.08.2020,00.00,978,EUR,1,Євро,32.7972
09.08.2020,00.00,978,EUR,1,Євро,32.7972
10.08.2020,00.00,978,EUR,1,Євро,32.6848
11.08.2020,00.00,978,EUR,1,Євро,32.4653
12.08.2020,00.00,978,EUR,1,Євро,32.5562
13.08.2020,00.00,978,EUR,1,Євро,32.3961
14.08.2020,00.00,978,EUR,1,Євро,32.4185
15.08.2020,00.00,978,EUR,1,Євро,32.4185
16.08.2020,00.00,978,EUR,1,Євро,32.4185
17.08.2020,00.00,978,EUR,1,Євро,32.3082
18.08.2020,00.00,978,EUR,1,Євро,32.3741
19.08.2020,00.00,978,EUR,1,Євро,32.4973
20.08.2020,00.00,978,EUR,1,Євро,32.6044
21.08.2020,00.00,978,EUR,1,Євро,32.5529
22.08.2020,00.00,978,EUR,1,Євро,32.5529
23.08.2020,00.00,978,EUR,1,Євро,32.5529
24.08.2020,00.00,978,EUR,1,Євро,32.5529
25.08.2020,00.00,978,EUR,1,Євро,32.2416
26.08.2020,00.00,978,EUR,1,Євро,32.4087
27.08.2020,00.00,978,EUR,1,Євро,32.2812
28.08.2020,00.00,978,EUR,1,Євро,32.4279
29.08.2020,00.00,978,EUR,1,Євро,32.4279
30.08.2020,00.00,978,EUR,1,Євро,32.4279
31.08.2020,00.00,978,EUR,1,Євро,32.7334
01.09.2020,00.00,978,EUR,1,Євро,32.895
02.09.2020,00.00,978,EUR,1,Євро,33.0721
03.09.2020,00.00,978,EUR,1,Євро,32.7996
04.09.2020,00.00,978,EUR,1,Євро,32.7319
05.09.2020,00.00,978,EUR,1,Євро,32.7319
06.09.2020,00.00,978,EUR,1,Євро,32.7319
07.09.2020,00.00,978,EUR,1,Євро,32.8589
08.09.2020,00.00,978,EUR,1,Євро,32.8099
09.09.2020,00.00,978,EUR,1,Євро,32.798
10.09.2020,00.00,978,EUR,1,Євро,32.768
11.09.2020,00.00,978,EUR,1,Євро,32.9687
12.09.2020,00.00,978,EUR,1,Євро,32.9687
13.09.2020,00.00,978,EUR,1,Євро,32.9687
14.09.2020,00.00,978,EUR,1,Євро,33.0674
15.09.2020,00.00,978,EUR,1,Євро,33.2476
16.09.2020,00.00,978,EUR,1,Євро,33.3441
17.09.2020,00.00,978,EUR,1,Євро,33.3877
18.09.2020,00.00,978,EUR,1,Євро,33.1744
19.09.2020,00.00,978,EUR,1,Євро,33.1744
20.09.2020,00.00,978,EUR,1,Євро,33.1744
21.09.2020,00.00,978,EUR,1,Євро,33.3456
22.09.2020,00.00,978,EUR,1,Євро,33.1996
23.09.2020,00.00,978,EUR,1,Євро,33.1151
24.09.2020,00.00,978,EUR,1,Євро,32.9609
25.09.2020,00.00,978,EUR,1,Євро,32.8942
26.09.2020,00.00,978,EUR,1,Євро,32.8942
27.09.2020,00.00,978,EUR,1,Євро,32.8942
28.09.2020,00.00,978,EUR,1,Євро,32.8763
29.09.2020,00.00,978,EUR,1,Євро,33.0376
30.09.2020,00.00,978,EUR,1,Євро,33.1309
01.10.2020,00.00,978,EUR,1,Євро,33.1643
02.10.2020,00.00,978,EUR,1,Євро,33.3282
03.10.2020,00.00,978,EUR,1,Євро,33.3282
04.10.2020,00.00,978,EUR,1,Євро,33.3282
05.10.2020,00.00,978,EUR,1,Євро,33.2324
06.10.2020,00.00,978,EUR,1,Євро,33.4037
07.10.2020,00.00,978,EUR,1,Євро,33.4822
08.10.2020,00.00,978,EUR,1,Євро,33.3303
09.10.2020,00.00,978,EUR,1,Євро,33.2799
10.10.2020,00.00,978,EUR,1,Євро,33.2799
11.10.2020,00.00,978,EUR,1,Євро,33.2799
12.10.2020,00.00,978,EUR,1,Євро,33.2791
13.10.2020,00.00,978,EUR,1,Євро,33.3398
14.10.2020,00.00,978,EUR,1,Євро,33.3398
15.10.2020,00.00,978,EUR,1,Євро,33.3935
16.10.2020,00.00,978,EUR,1,Євро,33.1764
17.10.2020,00.00,978,EUR,1,Євро,33.1764
18.10.2020,00.00,978,EUR,1,Євро,33.1764
19.10.2020,00.00,978,EUR,1,Євро,33.3018
20.10.2020,00.00,978,EUR,1,Євро,33.4343
21.10.2020,00.00,978,EUR,1,Євро,33.5044
22.10.2020,00.00,978,EUR,1,Євро,33.5312
23.10.2020,00.00,978,EUR,1,Євро,33.4106
24.10.2020,00.00,978,EUR,1,Євро,33.4106
25.10.2020,00.00,978,EUR,1,Євро,33.4106
26.10.2020,00.00,978,EUR,1,Євро,33.549
27.10.2020,00.00,978,EUR,1,Євро,33.4908
28.10.2020,00.00,978,EUR,1,Євро,33.5578
29.10.2020,00.00,978,EUR,1,Євро,33.3133
30.10.2020,00.00,978,EUR,1,Євро,33.2984
31.10.2020,00.00,978,EUR,1,Євро,33.2984
01.11.2020,00.00,978,EUR,1,Євро,33.2984
02.11.2020,00.00,978,EUR,1,Євро,33.2475
03.11.2020,00.00,978,EUR,1,Євро,33.2917
04.11.2020,00.00,978,EUR,1,Євро,33.4806
05.11.2020,00.00,978,EUR,1,Євро,33.4249
06.11.2020,00.00,978,EUR,1,Євро,33.5819
07.11.2020,00.00,978,EUR,1,Євро,33.5819
08.11.2020,00.00,978,EUR,1,Євро,33.5819
09.11.2020,00.00,978,EUR,1,Євро,33.4245
10.11.2020,00.00,978,EUR,1,Євро,33.3938
11.11.2020,00.00,978,EUR,1,Євро,33.2006
12.11.2020,00.00,978,EUR,1,Євро,33.1441
13.11.2020,00.00,978,EUR,1,Євро,33.266
14.11.2020,00.00,978,EUR,1,Євро,33.266
15.11.2020,00.00,978,EUR,1,Євро,33.266
16.11.2020,00.00,978,EUR,1,Євро,33.2118
17.11.2020,00.00,978,EUR,1,Євро,33.241
18.11.2020,00.00,978,EUR,1,Євро,33.3964
19.11.2020,00.00,978,EUR,1,Євро,33.3608
20.11.2020,00.00,978,EUR,1,Євро,33.4353
21.11.2020,00.00,978,EUR,1,Євро,33.4353
22.11.2020,00.00,978,EUR,1,Євро,33.4353
23.11.2020,00.00,978,EUR,1,Євро,33.6266
24.11.2020,00.00,978,EUR,1,Євро,33.7553
25.11.2020,00.00,978,EUR,1,Євро,33.6801
26.11.2020,00.00,978,EUR,1,Євро,33.784
27.11.2020,00.00,978,EUR,1,Євро,33.8455
28.11.2020,00.00,978,EUR,1,Євро,33.8455
29.11.2020,00.00,978,EUR,1,Євро,33.8455
30.11.2020,00.00,978,EUR,1,Євро,33.9596
01.12.2020,00.00,978,EUR,1,Євро,34.1456
02.12.2020,00.00,978,EUR,1,Євро,34.2157
03.12.2020,00.00,978,EUR,1,Євро,34.316
04.12.2020,00.00,978,EUR,1,Євро,34.4047
05.12.2020,00.00,978,EUR,1,Євро,34.4047
06.12.2020,00.00,978,EUR,1,Євро,34.4047
07.12.2020,00.00,978,EUR,1,Євро,34.3895
08.12.2020,00.00,978,EUR,1,Євро,34.2586
09.12.2020,00.00,978,EUR,1,Євро,34.0546
10.12.2020,00.00,978,EUR,1,Євро,33.9558
11.12.2020,00.00,978,EUR,1,Євро,33.9946
12.12.2020,00.00,978,EUR,1,Євро,33.9946
13.12.2020,00.00,978,EUR,1,Євро,33.9946
14.12.2020,00.00,978,EUR,1,Євро,33.8941
15.12.2020,00.00,978,EUR,1,Євро,33.888
16.12.2020,00.00,978,EUR,1,Євро,33.6897
17.12.2020,00.00,978,EUR,1,Євро,33.8021
18.12.2020,00.00,978,EUR,1,Євро,34.0789
19.12.2020,00.00,978,EUR,1,Євро,34.0789
20.12.2020,00.00,978,EUR,1,Євро,34.0789
21.12.2020,00.00,978,EUR,1,Євро,34.1018
22.12.2020,00.00,978,EUR,1,Євро,34.1811
23.12.2020,00.00,978,EUR,1,Євро,34.5669
24.12.2020,00.00,978,EUR,1,Євро,34.6156
25.12.2020,00.00,978,EUR,1,Євро,34.6156
26.12.2020,00.00,978,EUR,1,Євро,34.6156
27.12.2020,00.00,978,EUR,1,Євро,34.6156
28.12.2020,00.00,978,EUR,1,Євро,34.5601
29.12.2020,00.00,978,EUR,1,Євро,34.6458
30.12.2020,00.00,978,EUR,1,Євро,34.6375
31.12.2020,00.00,978,EUR,1,Євро,34.7396
01.01.2021,00.00,978,EUR,1,Євро,34.7396
02.01.2021,00.00,978,EUR,1,Євро,34.7396
03.01.2021,00.00,978,EUR,1,Євро,34.7396
04.01.2021,00.00,978,EUR,1,Євро,34.7396
05.01.2021,00.00,978,EUR,1,Євро,34.9389
06.01.2021,00.00,978,EUR,1,Євро,34.846
07.01.2021,00.00,978,EUR,1,Євро,34.846
08.01.2021,00.00,978,EUR,1,Євро,34.846
09.01.2021,00.00,978,EUR,1,Євро,34.846
10.01.2021,00.00,978,EUR,1,Євро,34.846
11.01.2021,00.00,978,EUR,1,Євро,34.909
12.01.2021,00.00,978,EUR,1,Євро,34.2817
13.01.2021,00.00,978,EUR,1,Євро,34.0787
14.01.2021,00.00,978,EUR,1,Євро,34.0373
15.01.2021,00.00,978,EUR,1,Євро,33.9888
16.01.2021,00.00,978,EUR,1,Євро,34.0121
17.01.2021,00.00,978,EUR,1,Євро,34.0121
18.01.2021,00.00,978,EUR,1,Євро,34.0121
19.01.2021,00.00,978,EUR,1,Євро,34.0158
20.01.2021,00.00,978,EUR,1,Євро,34.1555
21.01.2021,00.00,978,EUR,1,Євро,34.1488
22.01.2021,00.00,978,EUR,1,Євро,34.3651
23.01.2021,00.00,978,EUR,1,Євро,34.3651
24.01.2021,00.00,978,EUR,1,Євро,34.3651
25.01.2021,00.00,978,EUR,1,Євро,34.2526
26.01.2021,00.00,978,EUR,1,Євро,34.2265
27.01.2021,00.00,978,EUR,1,Євро,34.1897
28.01.2021,00.00,978,EUR,1,Євро,34.1207
29.01.2021,00.00,978,EUR,1,Євро,34.1035
30.01.2021,00.00,978,EUR,1,Євро,34.1035
31.01.2021,00.00,978,EUR,1,Євро,34.1035
01.02.2021,00.00,978,EUR,1,Євро,34.157
02.02.2021,00.00,978,EUR,1,Євро,33.9039
03.02.2021,00.00,978,EUR,1,Євро,33.7913
04.02.2021,00.00,978,EUR,1,Євро,33.6374
05.02.2021,00.00,978,EUR,1,Євро,33.4509
06.02.2021,00.00,978,EUR,1,Євро,33.4509
07.02.2021,00.00,978,EUR,1,Євро,33.4509
08.02.2021,00.00,978,EUR,1,Євро,33.2823
09.02.2021,00.00,978,EUR,1,Євро,33.2604
10.02.2021,00.00,978,EUR,1,Євро,33.4406
11.02.2021,00.00,978,EUR,1,Євро,33.6655
12.02.2021,00.00,978,EUR,1,Євро,33.8111
13.02.2021,00.00,978,EUR,1,Євро,33.8111
14.02.2021,00.00,978,EUR,1,Євро,33.8111
15.02.2021,00.00,978,EUR,1,Євро,33.6801
16.02.2021,00.00,978,EUR,1,Євро,33.9297
17.02.2021,00.00,978,EUR,1,Євро,33.7708
18.02.2021,00.00,978,EUR,1,Євро,33.6422
19.02.2021,00.00,978,EUR,1,Євро,33.6478
20.02.2021,00.00,978,EUR,1,Євро,33.6478
21.02.2021,00.00,978,EUR,1,Євро,33.6478
22.02.2021,00.00,978,EUR,1,Євро,33.7768
23.02.2021,00.00,978,EUR,1,Євро,33.8866
24.02.2021,00.00,978,EUR,1,Євро,33.883
25.02.2021,00.00,978,EUR,1,Євро,33.9289
26.02.2021,00.00,978,EUR,1,Євро,34.1459
27.02.2021,00.00,978,EUR,1,Євро,34.1459
28.02.2021,00.00,978,EUR,1,Євро,34.1459
01.03.2021,00.00,978,EUR,1,Євро,33.8449
02.03.2021,00.00,978,EUR,1,Євро,33.717
03.03.2021,00.00,978,EUR,1,Євро,33.6006
04.03.2021,00.00,978,EUR,1,Євро,33.5565
05.03.2021,00.00,978,EUR,1,Євро,33.4062
06.03.2021,00.00,978,EUR,1,Євро,33.4062
07.03.2021,00.00,978,EUR,1,Євро,33.4062
08.03.2021,00.00,978,EUR,1,Євро,33.4062
09.03.2021,00.00,978,EUR,1,Євро,33.075
10.03.2021,00.00,978,EUR,1,Євро,32.9741
11.03.2021,00.00,978,EUR,1,Євро,32.9317
12.03.2021,00.00,978,EUR,1,Євро,33.1748
13.03.2021,00.00,978,EUR,1,Євро,33.1748
14.03.2021,00.00,978,EUR,1,Євро,33.1748
15.03.2021,00.00,978,EUR,1,Євро,33.0839
16.03.2021,00.00,978,EUR,1,Євро,32.9523
17.03.2021,00.00,978,EUR,1,Євро,32.9632
18.03.2021,00.00,978,EUR,1,Євро,32.9853
19.03.2021,00.00,978,EUR,1,Євро,32.9785
20.03.2021,00.00,978,EUR,1,Євро,32.9785
21.03.2021,00.00,978,EUR,1,Євро,32.9785
22.03.2021,00.00,978,EUR,1,Євро,32.9502
23.03.2021,00.00,978,EUR,1,Євро,33.0072
24.03.2021,00.00,978,EUR,1,Євро,32.9329
25.03.2021,00.00,978,EUR,1,Євро,32.9389
26.03.2021,00.00,978,EUR,1,Євро,33.0337
27.03.2021,00.00,978,EUR,1,Євро,33.0337
28.03.2021,00.00,978,EUR,1,Євро,33.0337
29.03.2021,00.00,978,EUR,1,Євро,32.9532
30.03.2021,00.00,978,EUR,1,Євро,32.9661
31.03.2021,00.00,978,EUR,1,Євро,32.7233
01.04.2021,00.00,978,EUR,1,Євро,32.629
02.04.2021,00.00,978,EUR,1,Євро,32.7003
03.04.2021,00.00,978,EUR,1,Євро,32.7003
04.04.2021,00.00,978,EUR,1,Євро,32.7003
05.04.2021,00.00,978,EUR,1,Євро,32.8365
06.04.2021,00.00,978,EUR,1,Євро,32.8632
07.04.2021,00.00,978,EUR,1,Євро,32.898
08.04.2021,00.00,978,EUR,1,Євро,33.1388
09.04.2021,00.00,978,EUR,1,Євро,33.2266
10.04.2021,00.00,978,EUR,1,Євро,33.2266
11.04.2021,00.00,978,EUR,1,Євро,33.2266
12.04.2021,00.00,978,EUR,1,Євро,33.1522
13.04.2021,00.00,978,EUR,1,Євро,33.2758
14.04.2021,00.00,978,EUR,1,Євро,33.3218
15.04.2021,00.00,978,EUR,1,Євро,33.4753
16.04.2021,00.00,978,EUR,1,Євро,33.4616
17.04.2021,00.00,978,EUR,1,Євро,33.4616
18.04.2021,00.00,978,EUR,1,Євро,33.4616
19.04.2021,00.00,978,EUR,1,Євро,33.525
20.04.2021,00.00,978,EUR,1,Євро,33.7099
21.04.2021,00.00,978,EUR,1,Євро,33.7362
22.04.2021,00.00,978,EUR,1,Євро,33.6986
23.04.2021,00.00,978,EUR,1,Євро,33.8103
24.04.2021,00.00,978,EUR,1,Євро,33.8103
25.04.2021,00.00,978,EUR,1,Євро,33.8103
